Primary,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area
ACKLAM,20.69467411,30.17717979,41.85004349,60.19436244,84.69653592,115.8222312,155.2493213,205.7658208,270.6902501,352.9200196,457.64034,592.387502,763.2851238,981.23299,1258.602204,1610.852619,2053.692153,2604.802235,3283.807524,4107.910413,5089.737591,6232.419787,7525.545838,8943.815066,10443.87891,11970.76794,13462.59394,14863.97495,16130.89883,17144.52145,17990.47033,18601.89721,18704.40974,18801.13517,NPgN
AMBERTON ROAD,21.70205838,31.64615756,43.88723795,60.2944703,81.4822848,107.5082887,140.08928,181.7168517,235.0935322,302.562192,388.3382099,498.5365194,638.1429092,816.0102052,1042.144828,1329.109495,1689.680745,2138.231282,2690.70784,3361.10183,4159.680182,5088.993565,6140.585188,7293.890986,8513.674028,9755.240552,10968.27387,12107.7419,13137.85543,13962.13021,14650.01294,15147.10833,15230.21797,15308.58346,NPgN
ANNFIELD 66/20KV,32.28721453,47.08153762,65.2931921,85.54444605,110.4437235,139.4438025,175.0360277,220.2922651,278.0906654,350.8947197,443.1798513,561.4158847,710.9104335,901.0467478,1142.352218,1448.154021,1832.029382,2309.234573,2896.686107,3609.250876,4457.832801,5445.150336,6562.238426,7787.272807,9082.850007,10401.50829,11689.81953,12899.95725,13993.90727,14869.48261,15600.10089,16127.9161,16215.71837,16298.40906,NPgN
ASHINGTON,28.55107609,41.63346336,57.73774304,77.95112713,103.6408818,134.6740017,173.288371,222.5524352,285.6447175,365.3103023,466.5024385,596.3990638,760.8633934,970.2926931,1236.413156,1573.983036,1998.019431,2525.409866,3174.88782,3962.897869,4901.505292,5993.710673,7229.581355,8584.956459,10018.43347,11477.49176,12903.00462,14242.05205,15452.57455,16421.28129,17229.67175,17813.79781,17911.31187,18003.22669,NPgN
AYCLIFFE INDUSTRIAL,18.13309176,26.4418549,36.66985402,46.14867848,57.11519211,68.97370388,83.0947778,100.9143251,123.5282304,151.8543617,187.587941,233.1653791,290.6062195,363.4546695,455.6368497,572.1941691,718.2774601,899.6636016,1122.751394,1393.180078,1715.082211,2089.494163,2513.028684,2977.424431,3468.518138,3968.325108,4456.602832,4915.224907,5329.78121,5661.724031,5938.662896,6138.625887,6171.606738,6202.603664,NPgN
BARDEN FRIAR,1.155054077,1.684311353,2.335821433,2.950354552,3.666018437,4.44650364,5.379275588,6.557440576,8.053756949,9.929332508,12.29679097,15.31811753,19.127406,23.9602035,30.07786271,37.81537101,47.51486178,59.56014408,74.37640332,92.33822166,113.72013,138.5909245,166.7254979,197.5749548,230.1983065,263.4007801,295.8375852,326.3045645,353.8444596,375.8949779,394.2920661,407.5765092,409.7699556,411.8319993,NPgN
BEDALE,15.4423848,22.51823923,31.22854082,39.99514412,50.44011478,62.16182641,76.33795804,94.297369,117.1640841,145.8904218,182.2199126,228.6661452,287.3012691,361.775937,456.1615639,575.6468752,725.5251463,911.7389462,1140.874265,1418.726758,1749.545488,2134.392738,2569.780073,3047.207818,3552.106601,4065.982974,4568.020164,5039.580907,5465.850378,5807.095902,6091.822428,6297.464905,6331.536279,6363.593129,NPgN
BELMONT,26.77271744,39.04024308,54.14143674,69.76083101,88.53926993,109.8444599,135.7245159,168.5475255,210.3777822,262.96971,329.5277395,414.6754766,522.2188396,658.8700873,832.1288236,1051.533227,1326.80962,1668.880373,2089.852292,2600.375049,3208.257355,3915.449762,4715.538547,5592.900717,6520.757999,7465.123217,8387.738557,9254.35349,10037.74286,10664.83869,11188.08467,11566.02508,11628.72036,11687.72616,NPgN
BENSHAM,19.59157044,28.56862303,39.61927935,52.60296021,68.8191037,88.0415014,111.7923821,142.0419115,180.7275825,229.5151391,291.4205596,370.8090786,471.2541453,599.0827912,761.4119731,967.2253132,1225.669543,1547.026554,1942.699618,2422.704607,2994.388799,3659.581709,4412.238659,5237.650358,6110.608998,6999.13276,7867.218282,8682.63925,9419.782006,10009.72454,10502.01622,10857.69704,10916.96858,10972.81296,NPgN
BENTON SQUARE,22.66374394,33.04849701,45.83201766,61.67523822,81.7458271,105.907447,135.9334698,174.2287581,223.2608892,285.1592306,363.7683744,464.6584473,592.3811109,755.0056177,961.6283152,1223.703629,1552.888152,1962.289404,2466.447098,3078.125792,3806.69046,4654.470651,5613.757607,6665.798694,7778.458673,8910.971702,10017.44466,11056.80144,11996.39552,12748.30687,13375.77638,13829.16388,13904.8283,13976.14266,NPgN
